Date,Year,Month,Product_ID,Product_Name,Category,Store_ID,City,Units_Sold,Sales,Revenue,Discount,Promotion,Stock_Level,Profit
2024-11-30,2024,November,P101,Mobile,Electronics,S05,Hyderabad,16,16,216000,10,Yes,89,41590
2020-12-06,2020,December,P105,Camera,Electronics,S01,Chennai,6,6,120000,20,Yes,25,12155
2021-09-02,2021,September,P101,Mobile,Electronics,S03,Coimbatore,19,19,228000,20,Yes,75,50253
2020-04-01,2020,April,P102,Laptop,Electronics,S03,Coimbatore,11,11,550000,0,Yes,10,59775
2023-12-09,2023,December,P104,Smartwatch,Electronics,S01,Chennai,28,28,266000,5,No,68,65731
2021-11-01,2021,November,P103,Headphones,Accessories,S05,Hyderabad,1,1,2850,5,No,28,788
2023-03-09,2023,March,P101,Mobile,Electronics,S05,Hyderabad,15,15,225000,0,Yes,75,36523
2021-04-08,2021,April,P103,Headphones,Accessories,S02,Madurai,3,3,9000,0,Yes,74,1003
2023-03-06,2023,March,P105,Camera,Electronics,S01,Chennai,19,19,475000,0,No,96,58976
2021-12-18,2021,December,P103,Headphones,Accessories,S02,Madurai,1,1,3000,0,Yes,83,459
2025-05-08,2025,May,P101,Mobile,Electronics,S04,Bangalore,11,11,140250,15,Yes,21,23336
2025-08-17,2025,August,P101,Mobile,Electronics,S04,Bangalore,15,15,180000,20,No,83,31211
2024-09-09,2024,September,P102,Laptop,Electronics,S04,Bangalore,2,2,85000,15,No,17,16918
2020-04-28,2020,April,P104,Smartwatch,Electronics,S03,Coimbatore,5,5,45000,10,Yes,60,13370
2023-05-12,2023,May,P101,Mobile,Electronics,S01,Chennai,19,19,285000,0,Yes,90,49502
2022-07-19,2022,July,P103,Headphones,Accessories,S01,Chennai,5,5,14250,5,Yes,91,3904
2025-11-29,2025,November,P104,Smartwatch,Electronics,S02,Madurai,21,21,189000,10,No,16,53959
2025-04-25,2025,April,P105,Camera,Electronics,S01,Chennai,17,17,403750,5,No,46,78179
2022-10-18,2022,October,P101,Mobile,Electronics,S04,Bangalore,5,5,71250,5,Yes,85,19207
2022-05-12,2022,May,P101,Mobile,Electronics,S04,Bangalore,12,12,162000,10,No,55,40327
2021-01-12,2021,January,P104,Smartwatch,Electronics,S02,Madurai,6,6,48000,20,Yes,77,13239
2021-03-18,2021,March,P103,Headphones,Accessories,S04,Bangalore,16,16,38400,20,Yes,15,4034
2020-12-14,2020,December,P104,Smartwatch,Electronics,S02,Madurai,16,16,144000,10,No,63,18352
2019-07-22,2019,July,P101,Mobile,Electronics,S03,Coimbatore,1,1,12000,20,No,11,1698
2022-04-22,2022,April,P104,Smartwatch,Electronics,S02,Madurai,16,16,152000,5,No,67,17540
2022-07-24,2022,July,P105,Camera,Electronics,S01,Chennai,7,7,157500,10,Yes,94,45362
2023-03-10,2023,March,P102,Laptop,Electronics,S04,Bangalore,13,13,617500,5,No,87,87048
2023-03-10,2023,March,P102,Laptop,Electronics,S02,Madurai,6,6,240000,20,Yes,27,36283
2022-06-06,2022,June,P105,Camera,Electronics,S01,Chennai,15,15,375000,0,No,14,61071
2020-08-22,2020,August,P101,Mobile,Electronics,S04,Bangalore,9,9,114750,15,No,74,17863
2022-01-12,2022,January,P104,Smartwatch,Electronics,S04,Bangalore,1,1,9000,10,No,29,1059
2025-11-13,2025,November,P101,Mobile,Electronics,S02,Madurai,7,7,99750,5,Yes,94,10359
2025-01-27,2025,January,P105,Camera,Electronics,S03,Coimbatore,7,7,157500,10,Yes,74,25634
2021-07-09,2021,July,P103,Headphones,Accessories,S03,Coimbatore,3,3,8100,10,No,81,2001
2019-05-31,2019,May,P101,Mobile,Electronics,S05,Hyderabad,4,4,48000,20,No,88,12163
2023-03-12,2023,March,P101,Mobile,Electronics,S05,Hyderabad,17,17,229500,10,No,31,26218
2022-06-22,2022,June,P103,Headphones,Accessories,S05,Hyderabad,18,18,45900,15,Yes,76,8401
2019-01-24,2019,January,P105,Camera,Electronics,S04,Bangalore,16,16,360000,10,No,77,50494
2025-01-03,2025,January,P105,Camera,Electronics,S02,Madurai,15,15,337500,10,No,47,99263
2022-11-22,2022,November,P103,Headphones,Accessories,S03,Coimbatore,16,16,45600,5,Yes,11,5028
2020-06-04,2020,June,P101,Mobile,Electronics,S01,Chennai,18,18,216000,20,Yes,50,53106
2024-07-18,2024,July,P104,Smartwatch,Electronics,S01,Chennai,11,11,88000,20,No,44,10056
2025-05-02,2025,May,P103,Headphones,Accessories,S03,Coimbatore,11,11,28050,15,No,97,4794
2021-10-17,2021,October,P102,Laptop,Electronics,S04,Bangalore,13,13,617500,5,Yes,13,127346
2025-12-06,2025,December,P104,Smartwatch,Electronics,S05,Hyderabad,24,24,192000,20,No,54,45029
2025-04-18,2025,April,P104,Smartwatch,Electronics,S01,Chennai,10,10,95000,5,Yes,11,20291
2021-03-30,2021,March,P105,Camera,Electronics,S03,Coimbatore,5,5,118750,5,Yes,90,32908
2025-07-03,2025,July,P103,Headphones,Accessories,S03,Coimbatore,18,18,54000,0,No,55,13048
2024-04-11,2024,April,P103,Headphones,Accessories,S01,Chennai,13,13,35100,10,No,55,6147
2019-04-08,2019,April,P102,Laptop,Electronics,S05,Hyderabad,3,3,120000,20,No,89,18833
2024-01-22,2024,January,P104,Smartwatch,Electronics,S05,Hyderabad,2,2,16000,20,Yes,54,4494
2025-05-08,2025,May,P102,Laptop,Electronics,S05,Hyderabad,10,10,475000,5,No,75,106799
2020-07-17,2020,July,P102,Laptop,Electronics,S03,Coimbatore,17,17,722500,15,No,80,159031
2023-08-04,2023,August,P104,Smartwatch,Electronics,S04,Bangalore,4,4,40000,0,Yes,34,7132
2019-01-21,2019,January,P103,Headphones,Accessories,S05,Hyderabad,15,15,45000,0,Yes,30,8028
2021-05-04,2021,May,P105,Camera,Electronics,S01,Chennai,2,2,42500,15,No,90,10983
2025-07-30,2025,July,P104,Smartwatch,Electronics,S05,Hyderabad,16,16,160000,0,Yes,21,43530
2021-12-26,2021,December,P103,Headphones,Accessories,S01,Chennai,10,10,30000,0,No,65,3591
2023-03-30,2023,March,P105,Camera,Electronics,S04,Bangalore,17,17,403750,5,No,85,96428
2025-03-23,2025,March,P102,Laptop,Electronics,S03,Coimbatore,10,10,500000,0,No,97,140932
2023-05-18,2023,May,P104,Smartwatch,Electronics,S05,Hyderabad,12,12,120000,0,Yes,26,13744
2024-02-24,2024,February,P104,Smartwatch,Electronics,S05,Hyderabad,8,8,80000,0,No,64,14050
2022-01-11,2022,January,P102,Laptop,Electronics,S03,Coimbatore,14,14,665000,5,No,75,95145
2025-12-09,2025,December,P102,Laptop,Electronics,S02,Madurai,6,6,285000,5,Yes,67,65506
2019-10-14,2019,October,P102,Laptop,Electronics,S03,Coimbatore,9,9,382500,15,Yes,64,45130
2024-09-26,2024,September,P102,Laptop,Electronics,S01,Chennai,3,3,120000,20,Yes,78,35553
2025-01-31,2025,January,P105,Camera,Electronics,S02,Madurai,19,19,380000,20,No,19,102200
2021-11-19,2021,November,P102,Laptop,Electronics,S02,Madurai,1,1,42500,15,Yes,40,4746
2019-09-19,2019,September,P101,Mobile,Electronics,S03,Coimbatore,14,14,189000,10,No,79,52105
2020-06-24,2020,June,P102,Laptop,Electronics,S01,Chennai,2,2,95000,5,No,43,18034
2024-08-24,2024,August,P102,Laptop,Electronics,S03,Coimbatore,3,3,150000,0,Yes,35,17696
2019-11-03,2019,November,P103,Headphones,Accessories,S03,Coimbatore,27,27,64800,20,Yes,64,12119
2020-04-21,2020,April,P105,Camera,Electronics,S04,Bangalore,4,4,95000,5,No,80,18499
2019-12-29,2019,December,P104,Smartwatch,Electronics,S05,Hyderabad,18,18,180000,0,Yes,34,29459
2021-08-03,2021,August,P102,Laptop,Electronics,S03,Coimbatore,12,12,480000,20,No,17,101758
2024-11-07,2024,November,P102,Laptop,Electronics,S05,Hyderabad,25,25,1000000,20,No,32,109535
2024-03-16,2024,March,P105,Camera,Electronics,S05,Hyderabad,15,15,337500,10,No,36,96874
2019-04-24,2019,April,P101,Mobile,Electronics,S05,Hyderabad,5,5,60000,20,No,86,10990
2025-07-29,2025,July,P101,Mobile,Electronics,S02,Madurai,9,9,135000,0,No,73,33980
2024-10-11,2024,October,P101,Mobile,Electronics,S02,Madurai,17,17,242250,5,Yes,29,39163
2021-03-21,2021,March,P102,Laptop,Electronics,S02,Madurai,4,4,200000,0,Yes,93,40533
2020-08-07,2020,August,P102,Laptop,Electronics,S01,Chennai,2,2,85000,15,No,58,11837
2020-04-18,2020,April,P103,Headphones,Accessories,S05,Hyderabad,1,1,2700,10,No,75,536
2020-06-02,2020,June,P101,Mobile,Electronics,S03,Coimbatore,9,9,114750,15,No,57,18411
2023-03-10,2023,March,P103,Headphones,Accessories,S04,Bangalore,8,8,24000,0,No,19,6161
2019-09-29,2019,September,P102,Laptop,Electronics,S02,Madurai,16,16,800000,0,No,14,196415
2024-01-03,2024,January,P103,Headphones,Accessories,S05,Hyderabad,19,19,48450,15,No,51,9904
2020-10-14,2020,October,P102,Laptop,Electronics,S05,Hyderabad,8,8,360000,10,No,15,50913
2024-02-29,2024,February,P101,Mobile,Electronics,S01,Chennai,15,15,213750,5,No,36,52468
2019-04-20,2019,April,P103,Headphones,Accessories,S03,Coimbatore,11,11,26400,20,Yes,66,6138
2025-06-28,2025,June,P104,Smartwatch,Electronics,S01,Chennai,18,18,153000,15,Yes,29,25443
2022-01-02,2022,January,P105,Camera,Electronics,S03,Coimbatore,12,12,270000,10,No,32,61089
2024-06-14,2024,June,P103,Headphones,Accessories,S04,Bangalore,13,13,37050,5,Yes,42,4768
2025-03-23,2025,March,P102,Laptop,Electronics,S02,Madurai,4,4,160000,20,No,13,16252
2022-03-04,2022,March,P102,Laptop,Electronics,S05,Hyderabad,13,13,552500,15,No,41,85582
2021-11-15,2021,November,P104,Smartwatch,Electronics,S04,Bangalore,7,7,59500,15,No,74,8198
2023-02-23,2023,February,P104,Smartwatch,Electronics,S05,Hyderabad,10,10,95000,5,No,29,11105
2025-07-09,2025,July,P105,Camera,Electronics,S02,Madurai,18,18,382500,15,Yes,17,67551
2020-01-16,2020,January,P103,Headphones,Accessories,S02,Madurai,14,14,35700,15,Yes,81,10059
2019-03-14,2019,March,P104,Smartwatch,Electronics,S02,Madurai,2,2,19000,5,No,52,4496
2020-07-20,2020,July,P105,Camera,Electronics,S04,Bangalore,3,3,71250,5,No,92,19545
2024-11-30,2024,November,P102,Laptop,Electronics,S01,Chennai,18,18,855000,5,No,97,212562
2022-03-06,2022,March,P101,Mobile,Electronics,S05,Hyderabad,3,3,36000,20,Yes,32,9484
2024-04-16,2024,April,P102,Laptop,Electronics,S01,Chennai,1,1,50000,0,No,85,14369
2023-12-07,2023,December,P101,Mobile,Electronics,S05,Hyderabad,6,6,76500,15,No,38,17053
2021-06-22,2021,June,P101,Mobile,Electronics,S02,Madurai,1,1,12000,20,No,79,2424
2024-12-07,2024,December,P104,Smartwatch,Electronics,S02,Madurai,15,15,127500,15,Yes,12,28250
2022-03-15,2022,March,P104,Smartwatch,Electronics,S05,Hyderabad,3,3,27000,10,Yes,98,7165
2020-02-04,2020,February,P105,Camera,Electronics,S02,Madurai,1,1,23750,5,No,84,4106
2019-03-23,2019,March,P102,Laptop,Electronics,S05,Hyderabad,18,18,720000,20,No,75,76358
2020-09-25,2020,September,P105,Camera,Electronics,S02,Madurai,8,8,170000,15,Yes,92,22829
2020-07-05,2020,July,P102,Laptop,Electronics,S03,Coimbatore,10,10,400000,20,No,75,63855
2023-01-06,2023,January,P104,Smartwatch,Electronics,S03,Coimbatore,18,18,144000,20,Yes,53,34440
2023-02-23,2023,February,P101,Mobile,Electronics,S04,Bangalore,6,6,72000,20,Yes,37,12844
2020-11-23,2020,November,P104,Smartwatch,Electronics,S02,Madurai,12,12,108000,10,No,85,13309
2025-12-23,2025,December,P105,Camera,Electronics,S04,Bangalore,15,15,337500,10,No,72,84410
2021-12-24,2021,December,P101,Mobile,Electronics,S04,Bangalore,25,25,356250,5,No,54,97645
2019-12-19,2019,December,P104,Smartwatch,Electronics,S02,Madurai,1,1,9000,10,No,67,1170
2019-11-20,2019,November,P102,Laptop,Electronics,S03,Coimbatore,21,21,840000,20,No,28,120869
2022-10-16,2022,October,P103,Headphones,Accessories,S03,Coimbatore,1,1,2850,5,Yes,50,813
2022-04-01,2022,April,P101,Mobile,Electronics,S04,Bangalore,14,14,199500,5,No,25,53613
2022-10-01,2022,October,P104,Smartwatch,Electronics,S01,Chennai,13,13,130000,0,Yes,20,36708
2020-10-23,2020,October,P102,Laptop,Electronics,S04,Bangalore,6,6,285000,5,Yes,25,42201
2024-01-10,2024,January,P101,Mobile,Electronics,S02,Madurai,13,13,165750,15,No,99,22922
2021-01-27,2021,January,P105,Camera,Electronics,S01,Chennai,11,11,233750,15,No,94,57618
2022-04-04,2022,April,P103,Headphones,Accessories,S01,Chennai,3,3,9000,0,Yes,32,1736
2023-01-04,2023,January,P102,Laptop,Electronics,S01,Chennai,12,12,480000,20,No,41,74841
2022-08-24,2022,August,P102,Laptop,Electronics,S05,Hyderabad,17,17,807500,5,No,86,177796
2022-09-08,2022,September,P102,Laptop,Electronics,S03,Coimbatore,3,3,120000,20,No,64,24637
2020-09-28,2020,September,P105,Camera,Electronics,S05,Hyderabad,19,19,451250,5,No,74,88309
2023-02-04,2023,February,P105,Camera,Electronics,S04,Bangalore,2,2,40000,20,No,11,8704
2022-09-14,2022,September,P102,Laptop,Electronics,S04,Bangalore,13,13,585000,10,No,62,92569
2025-04-29,2025,April,P105,Camera,Electronics,S01,Chennai,15,15,375000,0,No,64,69936
2025-10-14,2025,October,P102,Laptop,Electronics,S05,Hyderabad,17,17,680000,20,Yes,79,149887
2021-02-28,2021,February,P102,Laptop,Electronics,S03,Coimbatore,12,12,510000,15,No,77,101926
2020-05-06,2020,May,P103,Headphones,Accessories,S03,Coimbatore,15,15,40500,10,No,56,9005
2022-08-02,2022,August,P103,Headphones,Accessories,S02,Madurai,8,8,21600,10,Yes,72,4903
2025-08-10,2025,August,P102,Laptop,Electronics,S02,Madurai,10,10,450000,10,No,21,108247
2025-09-22,2025,September,P102,Laptop,Electronics,S04,Bangalore,9,9,405000,10,No,50,105616
2020-01-19,2020,January,P101,Mobile,Electronics,S01,Chennai,8,8,102000,15,No,59,26351
2021-08-01,2021,August,P103,Headphones,Accessories,S02,Madurai,9,9,25650,5,No,48,6125
2024-02-17,2024,February,P103,Headphones,Accessories,S03,Coimbatore,3,3,8550,5,Yes,51,1027
2019-09-05,2019,September,P101,Mobile,Electronics,S03,Coimbatore,4,4,48000,20,Yes,93,5706
2023-10-02,2023,October,P105,Camera,Electronics,S01,Chennai,6,6,150000,0,Yes,69,15834
2020-10-13,2020,October,P105,Camera,Electronics,S05,Hyderabad,3,3,63750,15,Yes,42,18925
2022-03-15,2022,March,P102,Laptop,Electronics,S02,Madurai,4,4,170000,15,Yes,35,31878
2025-11-21,2025,November,P102,Laptop,Electronics,S05,Hyderabad,15,15,675000,10,No,80,122329
2022-11-29,2022,November,P104,Smartwatch,Electronics,S01,Chennai,24,24,228000,5,Yes,35,22894
2025-03-12,2025,March,P101,Mobile,Electronics,S03,Coimbatore,8,8,108000,10,No,16,11628
2019-10-21,2019,October,P101,Mobile,Electronics,S02,Madurai,4,4,51000,15,Yes,59,12006
2019-11-02,2019,November,P101,Mobile,Electronics,S04,Bangalore,4,4,51000,15,No,39,5960
2019-04-07,2019,April,P105,Camera,Electronics,S05,Hyderabad,18,18,382500,15,No,13,90402
2019-05-10,2019,May,P105,Camera,Electronics,S05,Hyderabad,13,13,325000,0,Yes,14,91507
2022-04-14,2022,April,P104,Smartwatch,Electronics,S03,Coimbatore,9,9,81000,10,No,25,14192
2025-05-12,2025,May,P103,Headphones,Accessories,S04,Bangalore,3,3,9000,0,No,13,1739
2019-10-31,2019,October,P104,Smartwatch,Electronics,S05,Hyderabad,19,19,180500,5,No,63,37235
2023-10-01,2023,October,P105,Camera,Electronics,S04,Bangalore,19,19,403750,15,Yes,43,78281
2023-08-31,2023,August,P105,Camera,Electronics,S01,Chennai,9,9,180000,20,Yes,70,29435
2022-03-05,2022,March,P102,Laptop,Electronics,S02,Madurai,2,2,80000,20,Yes,10,23774
2020-05-18,2020,May,P104,Smartwatch,Electronics,S01,Chennai,7,7,66500,5,No,47,13962
2025-02-25,2025,February,P103,Headphones,Accessories,S05,Hyderabad,16,16,45600,5,No,34,5274
2024-10-28,2024,October,P102,Laptop,Electronics,S04,Bangalore,8,8,320000,20,No,26,34641
2024-02-09,2024,February,P102,Laptop,Electronics,S05,Hyderabad,6,6,240000,20,No,62,67886
2019-09-06,2019,September,P101,Mobile,Electronics,S04,Bangalore,6,6,81000,10,No,66,12525
2021-02-06,2021,February,P102,Laptop,Electronics,S01,Chennai,8,8,380000,5,Yes,44,39395
2021-04-11,2021,April,P105,Camera,Electronics,S04,Bangalore,14,14,350000,0,No,82,49194
2021-05-27,2021,May,P104,Smartwatch,Electronics,S02,Madurai,3,3,30000,0,Yes,83,6617
2019-03-23,2019,March,P102,Laptop,Electronics,S01,Chennai,12,12,480000,20,No,62,109420
2024-08-06,2024,August,P104,Smartwatch,Electronics,S01,Chennai,16,16,136000,15,No,23,28855
2022-08-12,2022,August,P104,Smartwatch,Electronics,S02,Madurai,10,10,85000,15,Yes,49,9431
2025-09-07,2025,September,P103,Headphones,Accessories,S05,Hyderabad,14,14,33600,20,No,96,6370
2024-05-03,2024,May,P102,Laptop,Electronics,S01,Chennai,17,17,850000,0,No,67,253701
2021-07-13,2021,July,P104,Smartwatch,Electronics,S04,Bangalore,5,5,42500,15,Yes,38,11465
2019-01-21,2019,January,P104,Smartwatch,Electronics,S03,Coimbatore,11,11,110000,0,Yes,78,23091
2021-09-04,2021,September,P101,Mobile,Electronics,S03,Coimbatore,17,17,229500,10,Yes,55,24866
2020-09-20,2020,September,P101,Mobile,Electronics,S04,Bangalore,15,15,202500,10,No,15,22740
2021-06-11,2021,June,P101,Mobile,Electronics,S01,Chennai,16,16,204000,15,No,99,41784
2022-03-23,2022,March,P103,Headphones,Accessories,S01,Chennai,19,19,45600,20,Yes,24,10299
2022-07-23,2022,July,P101,Mobile,Electronics,S02,Madurai,9,9,135000,0,No,93,27832
2021-09-01,2021,September,P104,Smartwatch,Electronics,S04,Bangalore,16,16,136000,15,No,36,22671
2025-10-23,2025,October,P103,Headphones,Accessories,S01,Chennai,19,19,51300,10,No,94,11518
2021-04-09,2021,April,P103,Headphones,Accessories,S05,Hyderabad,9,9,25650,5,No,99,3413
2023-06-18,2023,June,P103,Headphones,Accessories,S05,Hyderabad,10,10,30000,0,Yes,90,6592
2021-09-25,2021,September,P102,Laptop,Electronics,S01,Chennai,12,12,600000,0,No,97,136110
2019-05-05,2019,May,P103,Headphones,Accessories,S05,Hyderabad,12,12,28800,20,Yes,46,8579
2021-02-02,2021,February,P102,Laptop,Electronics,S01,Chennai,12,12,510000,15,Yes,65,119752
2019-05-22,2019,May,P105,Camera,Electronics,S05,Hyderabad,7,7,140000,20,No,19,32117
2021-01-24,2021,January,P103,Headphones,Accessories,S03,Coimbatore,9,9,25650,5,No,66,2727
2019-12-19,2019,December,P101,Mobile,Electronics,S05,Hyderabad,15,15,180000,20,Yes,16,40250
2021-12-28,2021,December,P103,Headphones,Accessories,S01,Chennai,24,24,72000,0,Yes,35,10062
2024-05-03,2024,May,P105,Camera,Electronics,S05,Hyderabad,16,16,360000,10,Yes,13,70286
2025-12-30,2025,December,P102,Laptop,Electronics,S03,Coimbatore,21,21,997500,5,No,82,103035
2022-12-25,2022,December,P101,Mobile,Electronics,S02,Madurai,12,12,153000,15,No,64,17189
2019-08-21,2019,August,P104,Smartwatch,Electronics,S02,Madurai,19,19,171000,10,No,74,31231
2024-01-09,2024,January,P101,Mobile,Electronics,S01,Chennai,12,12,144000,20,Yes,70,41922
2024-02-12,2024,February,P102,Laptop,Electronics,S02,Madurai,19,19,760000,20,No,69,170709
2023-08-22,2023,August,P104,Smartwatch,Electronics,S03,Coimbatore,8,8,72000,10,Yes,94,21459
2025-07-25,2025,July,P105,Camera,Electronics,S05,Hyderabad,5,5,125000,0,No,73,31934
2022-01-30,2022,January,P101,Mobile,Electronics,S02,Madurai,10,10,142500,5,No,96,34353
2022-04-18,2022,April,P101,Mobile,Electronics,S04,Bangalore,10,10,120000,20,Yes,34,33572
2023-03-12,2023,March,P102,Laptop,Electronics,S05,Hyderabad,10,10,500000,0,No,72,78397
2022-04-24,2022,April,P101,Mobile,Electronics,S01,Chennai,5,5,60000,20,Yes,76,15861
2025-08-03,2025,August,P103,Headphones,Accessories,S01,Chennai,5,5,12750,15,No,24,2344
2025-07-14,2025,July,P105,Camera,Electronics,S05,Hyderabad,18,18,427500,5,Yes,72,87696
2021-05-03,2021,May,P103,Headphones,Accessories,S04,Bangalore,7,7,19950,5,Yes,51,3114
2024-02-12,2024,February,P103,Headphones,Accessories,S02,Madurai,10,10,30000,0,Yes,35,4320
2021-03-17,2021,March,P103,Headphones,Accessories,S04,Bangalore,16,16,45600,5,Yes,21,10091
2021-12-30,2021,December,P101,Mobile,Electronics,S04,Bangalore,10,10,120000,20,Yes,98,35108
2022-07-03,2022,July,P101,Mobile,Electronics,S01,Chennai,5,5,71250,5,No,29,8060
2019-08-19,2019,August,P105,Camera,Electronics,S01,Chennai,5,5,118750,5,Yes,13,17392
2023-10-03,2023,October,P103,Headphones,Accessories,S02,Madurai,19,19,51300,10,No,61,15239
2025-05-14,2025,May,P103,Headphones,Accessories,S01,Chennai,12,12,28800,20,No,65,3116
2023-12-23,2023,December,P103,Headphones,Accessories,S02,Madurai,1,1,2700,10,Yes,56,599
2023-11-08,2023,November,P102,Laptop,Electronics,S01,Chennai,18,18,720000,20,No,76,193125
2020-08-17,2020,August,P105,Camera,Electronics,S04,Bangalore,1,1,21250,15,No,48,3370
2021-11-06,2021,November,P105,Camera,Electronics,S01,Chennai,6,6,142500,5,Yes,83,21316
2022-09-21,2022,September,P103,Headphones,Accessories,S04,Bangalore,11,11,26400,20,No,48,3269
2025-12-07,2025,December,P101,Mobile,Electronics,S04,Bangalore,16,16,228000,5,Yes,95,24686
2020-12-20,2020,December,P104,Smartwatch,Electronics,S05,Hyderabad,25,25,225000,10,Yes,53,61144
2022-03-22,2022,March,P103,Headphones,Accessories,S03,Coimbatore,3,3,7200,20,No,63,973
2021-10-15,2021,October,P104,Smartwatch,Electronics,S05,Hyderabad,11,11,88000,20,Yes,64,17384
2022-12-25,2022,December,P102,Laptop,Electronics,S04,Bangalore,24,24,1020000,15,Yes,77,211344
2025-10-18,2025,October,P105,Camera,Electronics,S02,Madurai,16,16,360000,10,No,80,85281
2019-05-02,2019,May,P103,Headphones,Accessories,S05,Hyderabad,9,9,25650,5,No,10,7151
2024-12-23,2024,December,P105,Camera,Electronics,S02,Madurai,6,6,150000,0,No,86,29614
2025-06-16,2025,June,P103,Headphones,Accessories,S01,Chennai,16,16,48000,0,Yes,51,11159
2023-09-10,2023,September,P102,Laptop,Electronics,S02,Madurai,1,1,47500,5,Yes,95,7473
2024-04-02,2024,April,P104,Smartwatch,Electronics,S01,Chennai,18,18,180000,0,Yes,76,47984
2023-03-18,2023,March,P102,Laptop,Electronics,S02,Madurai,12,12,480000,20,Yes,91,65242
2021-11-22,2021,November,P103,Headphones,Accessories,S05,Hyderabad,6,6,17100,5,No,12,1804
2023-03-10,2023,March,P102,Laptop,Electronics,S05,Hyderabad,4,4,180000,10,No,61,25054
2019-06-24,2019,June,P101,Mobile,Electronics,S02,Madurai,10,10,142500,5,Yes,31,28851
2025-05-20,2025,May,P105,Camera,Electronics,S04,Bangalore,13,13,276250,15,No,90,49957
2024-03-07,2024,March,P104,Smartwatch,Electronics,S02,Madurai,15,15,142500,5,Yes,81,41249
2022-01-29,2022,January,P104,Smartwatch,Electronics,S02,Madurai,19,19,161500,15,No,34,16192
2021-03-26,2021,March,P103,Headphones,Accessories,S02,Madurai,18,18,51300,5,No,16,7602
2022-03-23,2022,March,P105,Camera,Electronics,S04,Bangalore,11,11,247500,10,Yes,51,43717
2021-08-31,2021,August,P104,Smartwatch,Electronics,S05,Hyderabad,11,11,104500,5,No,55,30902
2025-06-28,2025,June,P103,Headphones,Accessories,S05,Hyderabad,3,3,8550,5,No,81,925
2021-08-02,2021,August,P101,Mobile,Electronics,S03,Coimbatore,11,11,148500,10,Yes,10,21943
2024-01-19,2024,January,P104,Smartwatch,Electronics,S05,Hyderabad,19,19,171000,10,Yes,41,24408
2021-10-05,2021,October,P102,Laptop,Electronics,S05,Hyderabad,16,16,680000,15,Yes,22,80265
2025-04-18,2025,April,P103,Headphones,Accessories,S02,Madurai,14,14,39900,5,Yes,38,5988
2022-01-09,2022,January,P103,Headphones,Accessories,S02,Madurai,3,3,9000,0,No,50,981
2020-09-23,2020,September,P102,Laptop,Electronics,S04,Bangalore,15,15,637500,15,Yes,74,173721
2020-06-08,2020,June,P102,Laptop,Electronics,S04,Bangalore,12,12,540000,10,Yes,81,57283
2019-07-15,2019,July,P105,Camera,Electronics,S03,Coimbatore,9,9,213750,5,Yes,73,45685
2020-09-02,2020,September,P101,Mobile,Electronics,S03,Coimbatore,1,1,12000,20,Yes,61,2818
2023-11-28,2023,November,P104,Smartwatch,Electronics,S02,Madurai,3,3,24000,20,Yes,45,3384
2020-01-05,2020,January,P101,Mobile,Electronics,S01,Chennai,19,19,285000,0,No,24,72191
2025-01-27,2025,January,P103,Headphones,Accessories,S01,Chennai,19,19,51300,10,No,86,5997
2022-11-09,2022,November,P102,Laptop,Electronics,S04,Bangalore,1,1,45000,10,No,82,11053
2019-06-08,2019,June,P101,Mobile,Electronics,S03,Coimbatore,10,10,135000,10,Yes,80,17401
2021-09-09,2021,September,P103,Headphones,Accessories,S05,Hyderabad,17,17,51000,0,No,24,14451
2019-03-02,2019,March,P102,Laptop,Electronics,S03,Coimbatore,19,19,760000,20,Yes,27,99682
2025-11-27,2025,November,P103,Headphones,Accessories,S01,Chennai,22,22,62700,5,Yes,18,10524
2024-01-08,2024,January,P105,Camera,Electronics,S05,Hyderabad,8,8,170000,15,Yes,99,50316
2023-12-07,2023,December,P103,Headphones,Accessories,S02,Madurai,3,3,8550,5,No,25,2394
2021-05-02,2021,May,P103,Headphones,Accessories,S04,Bangalore,5,5,13500,10,Yes,52,4049
2019-09-02,2019,September,P101,Mobile,Electronics,S02,Madurai,5,5,71250,5,No,10,18391
2020-04-04,2020,April,P103,Headphones,Accessories,S05,Hyderabad,9,9,25650,5,No,89,2950
2023-12-24,2023,December,P101,Mobile,Electronics,S02,Madurai,18,18,270000,0,Yes,27,37014
2020-09-13,2020,September,P103,Headphones,Accessories,S03,Coimbatore,10,10,27000,10,Yes,47,4550
2020-01-21,2020,January,P102,Laptop,Electronics,S01,Chennai,12,12,480000,20,Yes,83,116160
2021-01-08,2021,January,P103,Headphones,Accessories,S04,Bangalore,1,1,2700,10,Yes,75,575
2019-07-21,2019,July,P103,Headphones,Accessories,S03,Coimbatore,13,13,35100,10,Yes,32,7130
2022-12-16,2022,December,P101,Mobile,Electronics,S03,Coimbatore,7,7,89250,15,No,80,19416
2022-10-18,2022,October,P102,Laptop,Electronics,S05,Hyderabad,12,12,510000,15,Yes,80,91109
2021-09-11,2021,September,P104,Smartwatch,Electronics,S05,Hyderabad,3,3,30000,0,Yes,35,8510
2021-07-31,2021,July,P102,Laptop,Electronics,S02,Madurai,15,15,637500,15,No,78,164650
2021-03-01,2021,March,P105,Camera,Electronics,S03,Coimbatore,4,4,85000,15,No,32,20074
2023-11-03,2023,November,P101,Mobile,Electronics,S05,Hyderabad,13,13,185250,5,Yes,92,51993
